recipient_name,bank_clean
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
M&T BANK,M&T BANK
M&T BANK,M&T BANK
M&T BANK,M&T BANK
M&T BANK,M&T BANK
M&T BANK,M&T BANK
M&T BANK,M&T BANK
M&T BANK,M&T BANK
M&T BANK,M&T BANK
M&T BANK,M&T BANK
M&T BANK,M&T BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
M&T BANK,M&T BANK
M&T BANK,M&T BANK
SILICON VALLEY BANK,SILICON VALLEY BANK
SILICON VALLEY BANK,SILICON VALLEY BANK
SILICON VALLEY BANK,SILICON VALLEY BANK
SILICON VALLEY BANK,SILICON VALLEY BANK
SILICON VALLEY BANK,SILICON VALLEY BANK
SUNTRUST BANK,SUNTRUST BANK
SUNTRUST BANK,SUNTRUST BANK
SUNTRUST BANK,SUNTRUST BANK
SUNTRUST BANK,SUNTRUST BANK
SUNTRUST BANK,SUNTRUST BANK
SUNTRUST BANK,SUNTRUST BANK
"SQUARE, INC","SQUARE, INC"
"SQUARE, INC","SQUARE, INC"
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
SUNTRUST BANK,SUNTRUST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
SUNTRUST BANK,SUNTRUST BANK
SUNTRUST BANK,SUNTRUST BANK
SUNTRUST BANK,SUNTRUST BANK
SUNTRUST BANK,SUNTRUST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
JP MORGAN CHASE,JP MORGAN CHASE
JP MORGAN CHASE,JP MORGAN CHASE
JP MORGAN CHASE,JP MORGAN CHASE
JP MORGAN CHASE,JP MORGAN CHASE
JP MORGAN CHASE,JP MORGAN CHASE
JP MORGAN CHASE,JP MORGAN CHASE
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
US BANK,US BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
NORTHRIM BANK,NORTHRIM BANK
NORTHRIM BANK,NORTHRIM BANK
NORTHRIM BANK,NORTHRIM BANK
NORTHRIM BANK,NORTHRIM BANK
NORTHRIM BANK,NORTHRIM BANK
NORTHRIM BANK,NORTHRIM BANK
NORTHRIM BANK,NORTHRIM BANK
NORTHRIM BANK,NORTHRIM BANK
NORTHRIM BANK,NORTHRIM BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
AMALGAMATED BANK,AMALGAMATED BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
AMALGAMATED BANK,AMALGAMATED BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
DRAKE BANK,DRAKE BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO BANK,WELLS FARGO BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS TRUST BANK,CITIZENS TRUST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS TRUST BANK,CITIZENS TRUST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
DNC TRAVEL ESCROW,DNC TRAVEL ESCROW
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
DNC TRAVEL ESCROW,DNC TRAVEL ESCROW
DNC TRAVEL ESCROW,DNC TRAVEL ESCROW
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
DNC TRAVEL ESCROW,DNC TRAVEL ESCROW
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
DNC TRAVEL ESCROW,DNC TRAVEL ESCROW
DNC TRAVEL ESCROW,DNC TRAVEL ESCROW
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS TRUST BANK,CITIZENS TRUST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS TRUST BANK,CITIZENS TRUST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
DNC TRAVEL ESCROW,DNC TRAVEL ESCROW
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
DNC TRAVEL ESCROW,DNC TRAVEL ESCROW
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
DNC TRAVEL ESCROW,DNC TRAVEL ESCROW
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS TRUST BANK,CITIZENS TRUST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
DNC TRAVEL ESCROW,DNC TRAVEL ESCROW
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST/BB&T,TRUIST/BB&T
TRUIST/BB&T,TRUIST/BB&T
FIRST CITIZENS BANK,FIRST CITIZENS BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
TRUIST/BB&T,TRUIST/BB&T
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
UNITED BANK OF EL PASO,UNITED BANK OF EL PASO
UNITED BANK OF EL PASO,UNITED BANK OF EL PASO
UNITED BANK OF EL PASO,UNITED BANK OF EL PASO
FVC BANK,FVC BANK
FVC BANK,FVC BANK
FVC BANK,FVC BANK
FVC BANK,FVC BANK
FVC BANK,FVC BANK
FVC BANK,FVC BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
NORTHRIM BANK,NORTHRIM BANK
NORTHRIM BANK,NORTHRIM BANK
